12	51
13	1451
14	5495
15	26478
16	85158
17	242791
18	504003
19	843340
20	1199915
21	1563080
22	2121949
23	2370589
24	2358558
25	2230305
26	2143575
27	1926201
28	1683174
29	1541708
30	1341290
31	1216770
32	1055802
33	922909
34	788065
35	659546
36	564129
37	464137
38	381799
39	317967
40	280853
41	256805
42	234044
43	217721
44	194159
45	168966
46	145644
47	123148
48	102682
49	79238
50	55465
51	31048
52	13705
53	4093
54	853
55	143
56	132
57	114
58	15
59	1
